313344,2,4,3,.506
313349,2,4,3,.55
313438,5,4,3,.35
313450,5,4,3,.35
313487,5,4,3,.88
313493,5,4,3,.2
313512,5,4,3,.236
313551,2,1,3,.6
313552,2,1,3,.44
317752,5,1,3,.65
313658,2,1,3,.63
317814,1,2,3,.479
317815,1,3,3,.509
317842,1,3,3,2.783
317843,1,2,3,2.878
317852,5,4,3,.489
317853,5,1,3,.6
315804,5,1,3,.751
317861,6,3,3,.9
317862,6,2,3,.897
313772,2,4,3,.54
317869,6,3,3,.819
315822,6,2,2,.42
317870,6,2,3,.816
315823,6,2,2,.315
315824,6,3,2,.644
315826,6,2,2,.402
315827,6,2,2,.427
315828,6,2,2,.256
315825,6,2,2,.409
315830,6,3,2,2.75
315831,6,2,2,.478
315833,6,3,2,.636
315834,6,2,2,.601
315835,6,3,2,.415
317884,5,1,3,1.063
317885,5,4,3,1.063
315836,6,2,2,.584
315837,6,3,2,.617
315838,6,2,2,.415
315841,6,2,2,.379
315842,6,2,2,.461
315839,6,3,2,.372
315843,6,2,2,.35
315846,6,3,2,.322
315847,6,2,2,.445
317895,6,2,2,.557
315849,6,2,2,.425
315850,6,2,2,.373
317896,6,2,3,.557
315852,6,2,2,.499
315853,6,2,2,.376
317902,6,3,2,.468
317903,6,3,3,.468
315854,6,2,2,.432
315855,6,2,2,.267
315856,6,2,2,.367
315858,6,3,2,.532
315860,3,3,2,3.043
315861,3,3,2,.647
317909,6,2,2,.325
317910,6,2,3,.325
315857,6,3,2,.66
315866,5,1,2,.45
315867,5,1,2,.245
315872,6,3,2,.893
315873,6,2,2,.369
315874,6,3,2,.42
315875,6,3,2,2.102
315879,3,2,2,2.604
315880,5,4,2,1.097
315882,5,4,2,.35
315883,5,4,2,.325
317933,6,3,2,.937
315886,5,4,2,.4
315887,5,4,2,.297
317934,6,3,3,.937
315891,5,4,2,.35
315892,5,4,2,.35
315894,2,1,2,.424
315895,2,1,2,.55
313846,2,4,3,.619
317947,6,2,2,.364
313852,2,1,3,.704
315900,2,1,2,.6
317948,6,2,3,.364
315901,2,1,2,.44
315904,2,1,2,.47
315903,2,1,2,.45
315907,2,4,2,.6
317956,6,2,2,.272
315908,2,4,2,.4
315910,2,4,2,.55
315911,2,4,2,.506
317960,6,2,3,.272
315913,2,4,2,1.107
315914,2,4,2,.192
315915,2,4,2,.39
317974,6,3,3,.819
315927,1,2,3,.473
315938,1,3,3,.523
317998,6,3,2,.819
315955,1,3,3,.503
315969,1,2,3,.467
318022,5,4,3,1.088
318028,6,3,2,.978
318029,6,3,3,1.009
315982,5,4,3,.323
318035,6,3,2,.481
318036,6,3,3,.45
315993,5,1,3,.482
311903,2,1,3,.943
313951,3,2,3,.45
316001,5,4,3,.461
313956,3,2,3,.392
318053,5,1,3,1.223
318052,5,4,3,1.223
316009,5,1,3,.324
316018,5,1,3,.542
316019,5,4,3,.458
311930,2,1,1,0
313979,5,4,3,.75
318076,5,1,3,.852
318077,5,4,3,.852
316032,5,4,3,.512
316045,5,1,3,.656
318102,5,4,3,1.124
314013,5,1,3,.4
316063,5,1,3,.874
316064,5,1,2,1.133
318113,5,1,3,.774
316073,1,2,1,0
316074,1,2,1,0
314025,5,1,3,.45
318126,5,4,3,.291
316084,5,1,3,.664
316085,5,4,3,.749
314036,2,1,3,.55
318135,5,1,3,.697
314042,2,1,3,.424
318142,5,4,3,.7
312010,2,4,3,.471
316114,3,2,3,.1
316118,3,2,3,.49
316129,3,3,3,.4
318179,4,3,3,.499
318180,4,2,3,.5
314121,3,2,3,.5
318218,2,4,3,.652
316174,5,4,3,.474
318236,1,2,3,.78
312098,2,1,3,.511
314147,3,2,3,.407
312103,2,4,3,.768
314157,3,3,3,.392
314165,5,4,3,1.097
312132,1,3,3,1.326
312133,1,2,3,.784
312134,1,2,3,1.355
318282,2,1,3,.413
312139,2,1,3,.407
314217,5,4,3,.65
316271,2,1,3,.548
314230,2,4,3,.6
316279,2,4,3,.542
316280,2,1,2,.548
316281,2,4,2,.542
312188,2,4,3,.664
314241,2,4,3,.4
314248,2,1,3,.47
318354,2,4,3,.361
316314,5,1,3,.289
312220,2,4,3,.636
318366,2,4,3,.378
316328,5,1,3,.358
312233,6,2,3,.584
312236,2,4,3,.524
318383,2,1,3,.628
318401,4,2,3,.639
312264,2,4,3,.45
318412,4,3,3,.594
316364,2,1,1,0
318421,4,2,3,.535
318432,4,3,3,.626
316387,5,1,3,.493
316388,5,1,2,.493
318443,1,3,3,.579
316399,6,3,3,.393
316400,6,3,2,.393
318451,2,1,3,.49
316414,5,1,3,.209
314371,2,1,3,.21
312326,5,4,3,.386
314379,2,1,3,.45
316429,3,3,1,0
318484,1,3,3,.444
316438,5,4,3,.377
312343,5,1,3,.49
312346,5,4,3,.491
318493,2,4,3,.407
316451,5,4,3,.339
314419,5,4,3,.297
312382,6,2,3,.415
318528,2,4,3,.453
314433,5,4,3,.4
312386,6,2,3,.42
312388,6,2,3,.35
318540,3,3,3,.426
314446,5,1,3,.245
318550,2,1,2,1.107
318551,2,1,3,1.107
314460,5,1,3,.45
312420,6,3,3,.322
312421,6,2,3,.445
312422,6,2,3,.425
318565,6,2,2,.422
318566,6,2,3,.422
312425,6,2,3,.373
318575,6,2,3,.787
318576,6,2,2,2.805
314485,5,4,3,.325
312439,5,1,3,.458
318586,3,2,3,.641
314491,5,4,3,.35
318593,3,3,3,.335
314501,6,3,3,.372
318599,1,3,3,.715
318611,5,4,2,.441
318612,5,4,3,.441
318620,5,1,3,.49
318626,1,3,3,.588
318632,1,2,3,.44
318636,5,4,2,.339
314548,5,1,3,.285
318649,5,1,2,.342
318650,5,1,3,.342
314559,2,1,3,.435
318656,5,4,2,.377
312513,6,2,3,.499
312514,6,2,3,.376
312517,6,3,3,.645
312520,6,2,3,.369
318665,5,1,2,.419
318666,5,1,3,.419
312523,6,2,3,.432
312525,6,2,3,.267
312527,6,2,3,.367
318674,1,3,3,.565
312530,6,3,3,.66
318680,1,3,3,.709
314598,3,3,3,.73
312562,6,2,3,.409
312564,6,3,3,.42
312566,6,3,3,.787
318711,1,3,3,.33
314617,6,3,3,.617
312570,6,3,3,.893
318721,1,3,3,.475
314625,6,2,3,.614
318736,5,1,1,0
318742,2,4,2,.385
318744,2,4,2,.368
314652,1,3,3,.815
318753,4,3,1,0
318764,5,1,3,1.065
314668,2,1,3,.3
318772,5,4,2,.351
318773,5,4,3,.351
318775,5,1,2,1.065
314681,6,3,3,.415
314689,6,3,3,.636
318787,5,4,2,.972
318788,5,4,3,.972
312648,6,2,3,.38
314697,6,2,3,.478
314698,6,3,3,.511
312651,6,2,3,.449
318800,5,1,2,.316
318801,5,1,3,.316
314711,2,1,1,0
314712,2,1,3,.395
318815,5,4,2,.411
318816,5,4,3,.411
314730,6,3,3,.568
318832,5,1,2,.191
312689,3,2,3,.528
312694,3,2,3,.41
318844,5,1,3,.191
312745,3,2,3,.42
312757,3,3,3,.505
